card_date,red_name,blue_name,method,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue,max_bout_duration,actual_bout_duration,red_win,blue_win
2022-12-10,Edmen Shahbazyan,Dalcha Lungiambula,KO/TKO,Middleweight,107,54,48,23,113,60,51,26,0,0,4,0,0,0,0,0,68,15,78,31,24,6,25,20,18,11,4,3,6,6,72,37,46,22,10,7,2,1,25,10,0,0,900,581,Yes,No
2022-12-10,Chris Curtis,Joaquin Buckley,KO/TKO,Middleweight,87,36,163,50,87,36,163,50,0,0,0,0,0,0,0,0,6,0,72,25,134,27,5,3,20,15,10,8,9,8,78,29,159,48,1,1,4,2,8,6,0,0,900,469,Yes,No
2022-12-10,Billy Quarantillo,Alexander Hernandez,KO/TKO,Featherweight,151,87,94,48,194,127,105,59,4,2,6,2,0,1,0,0,80,248,123,61,70,33,18,17,9,5,10,9,15,10,109,52,74,34,22,21,11,8,20,14,9,6,900,570,Yes,No
2022-12-10,TJ Brown,Erik Silva,Submission,Featherweight,38,24,29,21,109,82,42,32,7,2,4,3,1,0,2,1,583,155,33,20,19,12,5,4,7,6,0,0,3,3,25,13,20,13,7,6,7,7,6,5,2,1,900,821,Yes,No
2022-12-10,Cameron Saaiman,Steven Koslow,KO/TKO,Bantamweight,89,53,29,11,149,105,42,20,0,0,9,5,0,1,6,2,389,280,69,38,25,8,14,9,2,1,6,6,2,2,50,23,21,8,11,9,3,1,28,21,5,2,900,853,Yes,No
2022-12-03,Stephen Thompson,Kevin Holland,KO/TKO,Welterweight,260,163,210,119,278,178,214,123,0,0,6,2,0,0,0,0,47,81,192,103,131,52,49,42,29,23,19,18,50,44,241,150,187,97,19,13,23,22,0,0,0,0,1500,1200,Yes,No
2022-12-03,Bryan Barberena,Rafael Dos Anjos,Submission,Welterweight,29,14,25,20,79,61,41,36,0,0,6,4,0,2,0,0,35,396,18,6,8,3,6,4,17,17,5,4,0,0,25,10,8,3,2,2,3,3,2,2,14,14,900,500,No,Yes
2022-12-03,Matheus Nicolau,Matt Schnell,KO/TKO,Flyweight,42,32,59,20,50,40,68,29,1,1,0,0,0,0,0,0,47,0,31,23,50,16,7,6,7,3,4,3,2,1,25,18,59,20,0,0,0,0,17,14,0,0,900,404,Yes,No
2022-12-03,Tai Tuivasa,Sergei Pavlovich,KO/TKO,Heavyweight,10,2,44,23,10,2,44,23,0,0,0,0,0,0,0,0,0,9,9,2,43,23,0,0,1,0,1,0,0,0,10,2,32,16,0,0,4,1,0,0,8,6,900,54,No,Yes
2022-12-03,Jack Hermansson,Roman Dolidze,KO/TKO,Middleweight,79,47,54,25,80,48,73,39,3,2,0,0,0,3,0,0,112,30,41,16,51,23,16,11,3,2,22,20,0,0,74,43,38,12,4,3,1,1,1,1,15,12,900,546,No,Yes
2022-12-03,Eryk Anders,Kyle Daukaus,KO/TKO,Middleweight,94,49,79,37,159,97,83,38,1,1,8,0,0,0,0,0,146,44,70,27,55,14,14,14,9,8,10,8,15,15,55,23,76,35,8,6,2,2,31,20,1,0,900,465,Yes,No
2022-12-03,Niko Price,Phil Rowe,KO/TKO,Welterweight,247,110,139,63,293,150,140,64,2,0,2,1,0,2,0,0,89,89,197,66,123,49,22,16,8,7,28,28,8,7,218,88,129,57,21,14,7,6,8,8,3,0,900,806,No,Yes
2022-12-03,Angela Hill,Emily Ducote,Decision - Unanimous,Women's Strawweight,345,182,173,71,353,190,178,76,0,0,2,0,0,0,0,0,0,0,240,95,147,49,88,73,22,18,17,14,4,4,292,130,161,62,53,52,12,9,0,0,0,0,900,900,Yes,No
2022-12-03,Clay Guida,Scott Holtzman,Decision - Split,Lightweight,183,66,166,65,215,95,178,77,15,4,0,0,0,0,0,0,335,18,134,30,146,55,36,23,13,5,13,13,7,5,173,58,160,60,7,5,6,5,3,3,0,0,900,900,Yes,No
2022-12-03,Michael Johnson,Marc Diakiese,Decision - Unanimous,Lightweight,181,83,127,55,181,83,127,55,3,0,6,0,0,0,0,0,30,0,116,37,80,21,55,37,31,24,10,9,16,10,171,79,124,52,7,3,3,3,3,1,0,0,900,900,Yes,No
2022-12-03,Darren Elkins,Jonathan Pearce,Decision - Unanimous,Featherweight,193,57,222,110,203,67,276,154,5,2,7,2,0,0,0,1,48,213,176,47,188,80,15,9,22,18,2,1,12,12,177,49,159,66,16,8,20,14,0,0,43,30,900,900,No,Yes
2022-12-03,Natan Levy,Genaro Valdez,Decision - Unanimous,Lightweight,135,67,158,49,137,69,173,62,10,6,0,0,0,0,0,0,280,1,79,22,121,26,34,25,22,10,22,20,15,13,134,66,148,41,1,1,7,5,0,0,3,3,900,900,Yes,No
2022-12-03,Marcelo Rojo,Francis Marshall,KO/TKO,Featherweight,47,31,81,23,65,48,89,29,0,0,3,1,0,0,0,0,0,167,35,20,78,20,5,4,2,2,7,7,1,1,39,24,72,15,2,2,2,2,6,5,7,6,900,374,No,Yes
2022-12-03,Yazmin Jauregui,Istela Nunes,KO/TKO,Women's Strawweight,154,67,60,36,200,103,63,39,3,0,0,0,0,0,0,0,170,15,135,54,41,20,11,6,14,12,8,7,5,4,109,38,50,28,12,7,8,8,33,22,2,0,900,546,Yes,No
2022-11-19,Kennedy Nzechukwu,Ion Cutelaba,KO/TKO,Light Heavyweight,42,24,26,9,42,24,57,30,1,0,8,2,0,0,0,0,74,212,40,22,23,7,2,2,1,0,0,0,2,2,32,15,24,8,0,0,1,0,10,9,1,1,900,362,Yes,No
2022-11-19,Chase Sherman,Waldo Cortes-Acosta,Decision - Unanimous,Heavyweight,177,66,278,147,187,73,282,149,2,1,0,0,0,0,0,0,94,13,130,25,247,124,19,16,25,17,28,25,6,6,174,66,271,142,3,0,7,5,0,0,0,0,900,900,No,Yes
2022-11-19,Andre Fialho,Muslim Salikhov,KO/TKO,Welterweight,66,17,95,56,80,29,123,77,0,0,3,1,0,0,0,0,20,187,55,10,70,38,6,4,21,14,5,3,4,4,60,14,60,35,6,3,8,3,0,0,27,18,900,663,No,Yes
2022-11-19,Jack Della Maddalena,Danny Roberts,KO/TKO,Welterweight,60,33,33,5,68,41,33,5,0,0,1,0,0,0,0,0,34,15,41,23,29,2,16,9,2,1,3,1,2,2,50,27,32,4,2,2,1,1,8,4,0,0,900,204,Yes,No
2022-11-19,Charles Johnson,Zhalgas Zhumagulov,Decision - Split,Flyweight,209,115,234,119,237,141,258,141,2,0,4,1,0,0,0,0,57,63,142,64,119,36,54,41,62,34,13,10,53,49,191,101,225,112,18,14,8,6,0,0,1,1,900,900,Yes,No
2022-11-19,Jennifer Maia,Maryna Moroz,Decision - Unanimous,Women's Flyweight,253,109,272,80,261,117,276,84,0,0,0,0,0,0,0,0,104,0,224,84,237,55,18,14,23,14,11,11,12,11,242,101,269,78,11,8,3,2,0,0,0,0,900,900,Yes,No
2022-11-19,Vince Morales,Miles Johns,Decision - Unanimous,Bantamweight,131,39,103,38,139,47,110,45,0,0,12,1,0,0,0,0,5,128,112,28,92,28,15,9,5,4,4,2,6,6,127,36,102,38,4,3,1,0,0,0,0,0,900,900,No,Yes
2022-11-19,Ricky Turcios,Kevin Natividad,Decision - Split,Bantamweight,115,68,81,41,224,170,109,61,5,2,13,7,1,0,3,0,377,300,112,65,70,33,1,1,7,5,2,2,4,3,63,28,55,23,11,5,9,5,41,35,17,13,900,900,Yes,No
2022-11-19,Vanessa Demopoulos,Maria Oliveira,Decision - Unanimous,Women's Strawweight,80,55,154,83,154,121,166,95,4,2,0,0,0,0,0,0,479,1,68,44,124,55,5,5,21,20,7,6,9,8,39,18,151,80,3,3,3,3,38,34,0,0,900,900,Yes,No
2022-11-19,Brady Hiestand,Fernie Garcia,Decision - Unanimous,Bantamweight,34,19,44,21,82,56,125,86,8,3,2,1,1,1,0,1,554,82,23,10,36,13,5,4,1,1,6,5,7,7,31,16,43,20,2,2,0,0,1,1,1,1,900,900,Yes,No
2022-11-19,Natalia Silva,Tereza Bleda,KO/TKO,Women's Flyweight,72,45,47,18,89,62,55,25,3,0,7,1,0,2,1,0,133,296,50,26,33,8,9,7,10,7,13,12,4,3,65,41,40,13,3,1,7,5,4,3,0,0,900,687,Yes,No
2022-11-12,Israel Adesanya,Alex Pereira,KO/TKO,UFC Middleweight Title,162,86,157,91,209,119,214,140,4,1,1,1,0,0,0,0,394,31,103,41,89,42,29,21,33,27,30,24,35,22,148,77,139,76,4,3,17,14,10,6,1,1,1500,1321,No,Yes
2022-11-12,Carla Esparza,Zhang Weili,Submission,UFC Women's Strawweight Title,32,6,78,37,50,19,90,42,4,1,0,0,0,1,1,1,55,90,31,6,58,20,1,0,9,8,0,0,11,9,31,6,63,24,0,0,0,0,1,0,15,13,1500,365,No,Yes
2022-11-12,Dustin Poirier,Michael Chandler,Submission,Lightweight,76,38,100,43,105,63,135,65,0,0,7,3,2,0,0,0,47,339,71,34,80,32,2,2,17,10,3,2,3,1,66,32,76,25,4,3,2,2,6,3,22,16,900,720,Yes,No
2022-11-12,Frankie Edgar,Chris Gutierrez,KO/TKO,Bantamweight,12,2,20,10,12,2,20,10,0,0,0,0,0,0,0,0,0,1,5,0,14,6,1,0,1,0,6,2,5,4,12,2,20,10,0,0,0,0,0,0,0,0,900,121,No,Yes
2022-11-12,Dan Hooker,Claudio Puelles,KO/TKO,Lightweight,63,29,18,5,73,37,18,5,0,0,8,0,1,1,0,0,128,8,34,8,12,1,16,13,5,3,13,8,1,1,58,24,18,5,0,0,0,0,5,5,0,0,900,546,Yes,No
2022-11-12,Brad Riddell,Renato Moicano,Submission,Lightweight,25,14,33,10,25,14,35,11,1,0,1,0,0,1,0,0,14,34,16,6,32,10,7,6,0,0,2,2,1,0,25,14,33,10,0,0,0,0,0,0,0,0,900,200,No,Yes
2022-11-12,Dominick Reyes,Ryan Spann,KO/TKO,Light Heavyweight,12,5,17,8,12,5,17,8,0,0,1,0,0,0,0,0,0,3,8,1,16,7,4,4,1,1,0,0,0,0,12,5,16,7,0,0,0,0,0,0,1,1,900,80,No,Yes
2022-11-12,Erin Blanchfield,Molly McCann,Submission,Women's Flyweight,38,25,13,7,115,93,13,7,1,1,0,0,2,0,0,0,168,0,34,22,7,2,2,1,3,3,2,2,3,2,19,7,13,7,0,0,0,0,19,18,0,0,900,217,Yes,No
2022-11-12,Andre Petroski,Wellington Turman,Decision - Unanimous,Middleweight,96,42,86,41,119,58,118,71,11,8,3,1,2,1,0,0,479,100,83,32,54,22,11,9,23,12,2,1,9,7,78,32,82,38,3,3,1,0,15,7,3,3,900,900,Yes,No
2022-11-12,Matt Frevola,Ottman Azaitar,KO/TKO,Lightweight,27,11,22,10,28,12,23,11,0,0,0,0,0,0,0,0,2,0,24,10,17,6,2,1,5,4,1,0,0,0,22,7,21,10,3,2,1,0,2,2,0,0,900,150,Yes,No
2022-11-12,Karolina Kowalkiewicz,Silvana Gomez Juarez,Decision - Unanimous,Women's Strawweight,202,74,263,77,230,90,267,79,2,2,0,0,0,0,0,0,243,10,170,55,224,46,25,13,30,24,7,6,9,7,198,71,259,75,4,3,4,2,0,0,0,0,900,900,Yes,No
2022-11-12,Michael Trizano,SeungWoo Choi,KO/TKO,Featherweight,53,32,73,26,55,34,74,26,0,0,1,0,0,0,0,0,14,12,49,28,61,19,2,2,7,3,2,2,5,4,40,21,70,25,1,1,3,1,12,10,0,0,900,291,Yes,No
2022-11-12,Julio Arce,Montel Jackson,Decision - Unanimous,Bantamweight,126,26,106,48,156,44,127,64,2,1,3,0,0,0,0,0,6,355,102,13,95,39,17,8,7,5,7,5,4,4,124,25,82,33,2,1,5,4,0,0,19,11,900,900,No,Yes
2022-11-12,Carlos Ulberg,Nicolae Negumereanu,KO/TKO,Light Heavyweight,23,14,14,2,23,14,14,2,0,0,0,0,0,0,0,0,5,0,15,8,7,0,2,2,4,1,6,4,3,1,20,12,14,2,0,0,0,0,3,2,0,0,900,224,Yes,No
2022-11-05,Marina Rodriguez,Amanda Lemos,KO/TKO,Women's Strawweight,52,19,53,29,78,44,67,43,0,0,2,1,0,1,0,0,15,186,26,6,36,16,8,3,13,10,18,10,4,3,51,18,48,25,0,0,4,3,1,1,1,1,1500,654,No,Yes
2022-11-05,Neil Magny,Daniel Rodriguez,Submission,Welterweight,109,57,108,66,169,106,113,71,7,5,1,0,1,0,0,0,248,76,85,38,76,36,21,16,17,15,3,3,15,15,94,46,103,63,14,10,3,3,1,1,2,0,900,813,Yes,No
2022-11-05,Darrick Minner,Shayilan Nuerdanbieke,KO/TKO,Featherweight,5,5,36,19,5,5,50,32,0,0,0,0,0,0,0,0,0,33,0,0,36,19,2,2,0,0,3,3,0,0,5,5,10,4,0,0,0,0,0,0,26,15,900,67,No,Yes
2022-11-05,Tagir Ulanbekov,Nate Maness,Submission,Flyweight,9,4,10,4,14,9,30,23,2,1,0,0,1,0,0,0,94,0,8,4,8,2,1,0,1,1,0,0,1,1,6,2,9,3,1,0,0,0,2,2,1,1,900,131,Yes,No
2022-11-05,Grant Dawson,Mark Madsen,Submission,Lightweight,49,33,30,15,96,73,70,50,6,2,0,0,2,0,0,0,571,24,31,17,26,11,7,5,3,3,11,11,1,1,37,25,23,11,1,1,0,0,11,7,7,4,900,725,Yes,No
2022-11-05,Miranda Maverick,Shanna Young,Decision - Unanimous,Women's Flyweight,108,63,82,29,240,172,82,29,8,5,0,0,1,0,0,0,554,0,85,43,73,20,16,14,5,5,7,6,4,4,80,38,82,29,3,3,0,0,25,22,0,0,900,900,Yes,No
2022-11-05,Mario Bautista,Benito Lopez,Submission,Bantamweight,67,44,25,17,72,49,25,17,1,1,0,0,3,0,0,0,156,0,41,20,14,6,13,12,2,2,13,12,9,9,52,32,21,13,0,0,0,0,15,12,4,4,900,294,Yes,No
2022-11-05,Polyana Viana,Jinh Yu Frey,KO/TKO,Women's Strawweight,18,11,14,6,18,11,14,6,0,0,0,0,0,0,0,0,0,0,17,10,5,0,1,1,6,3,0,0,3,3,16,9,14,6,0,0,0,0,2,2,0,0,900,47,Yes,No
2022-11-05,Liudvik Sholinian,Johnny Munoz,Decision - Unanimous,Bantamweight,152,56,227,78,166,70,270,114,2,0,4,2,0,0,0,0,90,159,137,42,196,55,13,12,20,16,2,2,11,7,142,46,221,72,7,7,3,3,3,3,3,3,900,900,No,Yes
2022-11-05,Carlos Candelario,Jake Hadley,Submission,Flyweight,148,69,169,90,148,69,188,107,1,1,0,0,0,1,0,0,99,0,100,31,118,45,31,22,30,24,17,16,21,21,146,67,142,65,2,2,3,2,0,0,24,23,900,459,No,Yes
2022-11-05,Tamires Vidal,Ramona Pascual,KO/TKO,Women's Bantamweight,29,17,14,13,34,22,18,17,1,0,0,0,0,0,0,0,56,23,17,6,4,3,8,7,5,5,4,4,5,5,25,13,10,10,4,4,4,3,0,0,0,0,900,186,Yes,No
2022-10-29,Calvin Kattar,Arnold Allen,KO/TKO,Featherweight,58,14,67,28,58,14,67,28,0,0,0,0,0,0,0,0,0,23,47,5,55,21,8,6,5,2,3,3,7,5,58,14,62,27,0,0,0,0,0,0,5,1,1500,308,No,Yes
2022-10-29,Tim Means,Max Griffin,Decision - Split,Welterweight,115,47,78,42,215,143,96,56,5,3,6,3,0,0,0,0,87,313,64,18,52,25,36,18,15,9,15,11,11,8,103,37,66,35,9,7,1,1,3,3,11,6,900,900,No,Yes
2022-10-29,Waldo Cortes-Acosta,Jared Vanderaa,Decision - Unanimous,Heavyweight,158,73,138,56,158,73,143,59,0,0,1,0,0,0,0,0,3,13,117,41,92,12,32,26,5,5,9,6,41,39,157,73,128,52,1,0,10,4,0,0,0,0,900,900,Yes,No
2022-10-29,Josh Fremd,Tresean Gore,Submission,Middleweight,54,24,20,10,57,27,25,14,1,0,4,3,0,1,0,0,39,166,35,8,14,7,14,11,2,1,5,5,4,2,47,20,15,9,7,4,5,1,0,0,0,0,900,349,No,Yes
2022-10-29,Dustin Jacoby,Khalil Rountree Jr.,Decision - Split,Light Heavyweight,255,120,237,85,257,122,241,88,3,0,0,0,0,0,0,0,5,0,194,69,193,49,34,27,23,18,27,24,21,18,250,116,231,80,5,4,6,5,0,0,0,0,900,900,No,Yes
2022-10-29,Phil Hawes,Roman Dolidze,KO/TKO,Middleweight,26,11,42,18,31,15,57,29,1,1,0,0,0,1,0,0,46,2,15,5,38,15,9,5,3,2,2,1,1,1,26,11,36,14,0,0,4,2,0,0,2,2,900,249,No,Yes
2022-10-29,Andrei Arlovski,Marcos Rogerio de Lima,Submission,Heavyweight,5,2,11,6,6,3,33,25,0,0,0,0,0,1,0,0,0,90,3,1,8,3,1,0,1,1,1,1,2,2,5,2,9,5,0,0,0,0,0,0,2,1,900,110,No,Yes
2022-10-29,Joseph Holmes,JunYong Park,Submission,Middleweight,40,20,33,18,42,21,76,48,0,0,4,2,0,2,1,0,39,277,24,8,26,13,7,5,0,0,9,7,7,5,37,19,28,14,1,0,0,0,2,1,5,4,900,484,No,Yes
2022-10-29,Chase Hooper,Steve Garcia,KO/TKO,Featherweight,30,10,44,29,32,10,46,31,1,0,0,0,0,0,0,0,0,17,25,7,33,19,4,2,8,7,1,1,3,3,30,10,40,26,0,0,0,0,0,0,4,3,900,92,No,Yes
2022-10-29,Cody Durden,Carlos Mota,Decision - Unanimous,Flyweight,37,17,29,12,95,51,62,36,8,4,0,0,0,1,0,1,752,11,33,13,19,6,3,3,9,5,1,1,1,1,20,7,22,7,0,0,0,0,17,10,7,5,900,900,Yes,No
2022-10-29,Christian Rodriguez,Joshua Weems,Submission,Bantamweight,23,9,26,18,30,15,32,22,2,0,3,2,1,0,0,0,56,63,21,8,15,9,0,0,7,6,2,1,4,3,21,8,19,12,1,0,7,6,1,1,0,0,900,247,Yes,No
2022-10-22,Charles Oliveira,Islam Makhachev,Submission,UFC Lightweight Title,39,19,41,30,46,25,86,72,1,0,3,2,0,1,0,0,42,305,23,7,35,25,15,12,6,5,1,0,0,0,26,10,31,21,8,7,5,5,5,2,5,4,1500,496,No,Yes
2022-10-22,Aljamain Sterling,TJ Dillashaw,KO/TKO,UFC Bantamweight Title,93,72,26,8,181,148,31,13,8,5,0,0,2,0,0,0,426,3,75,56,20,3,15,13,2,2,3,3,4,3,30,17,26,8,4,2,0,0,59,53,0,0,1500,524,Yes,No
2022-10-22,Petr Yan,Sean O'Malley,Decision - Split,Bantamweight,96,58,163,84,139,97,171,91,13,6,1,0,0,0,0,0,344,2,57,24,132,63,18,13,14,6,21,21,17,15,81,47,158,80,6,5,4,4,9,6,1,0,900,900,No,Yes
2022-10-22,Beneil Dariush,Mateusz Gamrot,Decision - Unanimous,Lightweight,130,59,81,33,138,67,86,38,0,0,19,4,0,0,0,0,34,127,100,35,67,22,21,15,12,9,9,9,2,2,121,52,76,29,3,2,5,4,6,5,0,0,900,900,Yes,No
2022-10-22,Katlyn Chookagian,Manon Fiorot,Decision - Unanimous,Women's Flyweight,286,76,279,98,286,76,280,99,0,0,2,1,0,0,0,0,0,14,223,35,225,58,40,21,28,16,23,20,26,24,278,72,273,96,8,4,5,2,0,0,1,0,900,900,No,Yes
2022-10-22,Belal Muhammad,Sean Brady,KO/TKO,Welterweight,209,80,118,58,209,80,118,58,0,0,5,0,0,0,0,0,0,0,183,64,98,40,19,11,6,4,7,5,14,14,206,79,117,57,3,1,1,1,0,0,0,0,900,587,Yes,No
2022-10-22,Makhmud Muradov,Caio Borralho,Decision - Unanimous,Middleweight,35,14,32,19,103,76,77,57,2,2,2,1,0,2,1,3,284,332,28,10,23,13,6,3,4,1,1,1,5,5,20,7,23,10,0,0,0,0,15,7,9,9,900,900,No,Yes
2022-10-22,Volkan Oezdemir,Nikita Krylov,Decision - Unanimous,Light Heavyweight,81,42,121,57,157,108,251,171,1,1,20,7,0,1,0,0,47,557,72,35,100,42,3,3,18,12,6,4,3,3,68,34,93,38,9,5,17,12,4,3,11,7,900,900,No,Yes
2022-10-22,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,Decision - Unanimous,Welterweight,67,40,99,38,104,76,142,79,4,1,7,1,0,0,0,0,475,68,55,29,69,22,6,5,26,13,6,6,4,3,61,36,81,25,4,3,14,12,2,1,4,1,900,900,Yes,No
2022-10-22,Armen Petrosyan,AJ Dobson,Decision - Unanimous,Middleweight,246,118,161,58,246,118,168,64,1,0,3,3,0,0,0,0,0,49,151,31,136,38,39,35,14,9,56,52,11,11,233,106,149,50,13,12,12,8,0,0,0,0,900,900,Yes,No
2022-10-22,Muhammad Mokaev,Malcolm Gordon,Submission,Flyweight,30,21,38,17,130,119,62,38,7,6,1,1,1,1,0,1,618,169,22,13,35,15,8,8,2,2,0,0,1,0,18,9,26,5,0,0,5,5,12,12,7,7,900,866,Yes,No
2022-10-22,Karol Rosa,Lina Lansberg,Decision - Majority,Women's Bantamweight,74,54,60,36,190,160,132,100,6,3,0,0,0,0,0,0,584,168,46,31,39,15,16,13,20,20,12,10,1,1,38,24,42,18,20,15,16,16,16,15,2,2,900,900,Yes,No
2022-10-15,Alexa Grasso,Viviane Araujo,Decision - Unanimous,Women's Flyweight,311,153,264,126,353,193,288,148,0,0,10,2,0,0,0,0,0,209,243,101,235,103,45,33,22,17,23,19,7,6,298,143,261,124,12,9,1,0,1,1,2,2,1500,1500,Yes,No
2022-10-15,Cub Swanson,Jonathan Martinez,KO/TKO,Bantamweight,79,51,102,62,88,60,106,66,1,1,1,0,0,0,0,1,20,210,35,10,77,40,10,9,18,15,34,32,7,7,73,48,64,37,5,3,14,12,1,0,24,13,900,559,No,Yes
2022-10-15,Jordan Wright,Dusko Todorovic,KO/TKO,Middleweight,41,25,80,61,83,66,132,107,5,3,4,0,1,0,0,0,303,71,35,20,68,49,6,5,12,12,0,0,0,0,18,7,29,19,9,7,31,28,14,11,20,14,900,492,No,Yes
2022-10-15,Raphael Assuncao,Victor Henry,Decision - Unanimous,Bantamweight,91,60,126,55,110,78,134,61,5,2,1,0,0,0,0,0,269,3,65,40,85,23,12,8,26,22,14,12,15,10,70,42,120,51,16,15,6,4,5,3,0,0,900,900,Yes,No
2022-10-15,Misha Cirkunov,Alonzo Menifield,KO/TKO,Light Heavyweight,8,5,17,8,9,6,17,8,4,0,0,0,0,0,0,0,0,3,5,2,15,6,2,2,2,2,1,1,0,0,6,3,12,4,2,2,2,1,0,0,3,3,900,88,No,Yes
2022-10-15,Mana Martinez,Brandon Davis,Decision - Split,Bantamweight,161,87,181,76,162,87,189,84,4,1,3,1,0,0,0,0,45,91,108,45,139,43,34,25,24,16,19,17,18,17,154,82,170,69,5,3,4,3,2,2,7,4,900,900,Yes,No
2022-10-15,Nick Maximov,Jacob Malkoun,Decision - Unanimous,Middleweight,102,34,164,83,124,56,214,129,0,0,13,9,0,0,0,0,4,457,96,29,158,78,5,4,5,4,1,1,1,1,101,34,141,66,0,0,8,4,1,0,15,13,900,900,No,Yes
2022-10-15,Joanderson Brito,Lucas Alexander,Submission,Featherweight,8,4,2,1,11,7,2,1,2,2,0,0,1,0,0,0,85,0,5,2,1,0,0,0,0,0,3,2,1,1,4,0,2,1,4,4,0,0,0,0,0,0,900,122,Yes,No
2022-10-15,Piera Rodriguez,Sam Hughes,Decision - Unanimous,Women's Strawweight,160,83,155,69,166,89,164,78,11,5,1,0,0,0,0,0,116,30,101,32,135,55,48,42,15,11,11,9,5,3,122,47,140,55,35,33,14,14,3,3,1,0,900,900,Yes,No
2022-10-15,Tatsuro Taira,CJ Vergara,Submission,Flyweight,36,22,30,19,46,31,40,29,8,3,0,0,2,0,0,1,379,36,28,14,23,13,5,5,6,5,3,3,1,1,26,15,23,12,4,3,3,3,6,4,4,4,900,559,Yes,No
2022-10-15,Mike Jackson,Pete Rodriguez,KO/TKO,Welterweight,15,10,33,22,16,11,39,26,1,0,0,0,0,0,0,0,0,15,13,8,23,12,2,2,8,8,0,0,2,2,14,9,21,13,1,1,8,6,0,0,4,3,900,93,No,Yes
2022-10-01,Mackenzie Dern,Yan Xiaonan,Decision - Majority,Women's Strawweight,151,61,195,113,339,224,240,151,11,2,0,0,2,0,2,0,559,251,132,45,126,53,13,10,21,14,6,6,48,46,136,52,178,100,7,3,9,6,8,6,8,7,1500,1500,No,Yes
2022-10-01,Randy Brown,Francisco Trinaldo,Decision - Unanimous,Welterweight,141,60,67,40,148,65,111,82,1,0,4,1,1,0,1,0,38,321,101,30,44,20,16,10,12,9,24,20,11,11,136,56,59,33,1,0,1,0,4,4,7,7,900,900,Yes,No
2022-10-01,Raoni Barcelos,Trevin Jones,Decision - Unanimous,Bantamweight,119,73,57,11,171,119,61,15,5,2,2,0,0,0,0,0,427,0,95,51,47,5,21,19,7,3,3,3,3,3,75,39,56,11,3,2,1,0,41,32,0,0,900,900,Yes,No
2022-10-01,Sodiq Yusuff,Don Shainis,Submission,Featherweight,9,9,3,3,9,9,9,9,0,0,1,0,1,0,0,0,2,11,1,1,0,0,8,8,3,3,0,0,0,0,2,2,1,1,7,7,2,2,0,0,0,0,900,30,Yes,No
2022-10-01,Mike Davis,Viacheslav Borshchev,Decision - Unanimous,Lightweight,133,65,118,63,174,101,139,84,11,9,0,0,1,0,0,1,482,14,118,53,81,29,7,5,13,10,8,7,24,24,75,27,115,62,1,1,0,0,57,37,3,1,900,900,Yes,No
2022-10-01,John Castaneda,Daniel Santos,KO/TKO,Catch Weight,106,57,134,69,118,67,137,71,6,3,4,2,0,0,0,0,124,52,89,45,111,52,13,8,19,14,4,4,4,3,87,41,114,53,10,8,18,14,9,8,2,2,900,568,No,Yes
2022-10-01,Ilir Latifi,Aleksei Oleinik,Decision - Unanimous,Heavyweight,48,38,70,28,88,74,113,68,6,3,0,0,0,0,0,0,509,2,40,32,46,9,8,6,9,7,0,0,15,12,27,18,66,27,6,5,4,1,15,15,0,0,900,900,Yes,No
2022-10-01,Joaquim Silva,Jesse Ronson,KO/TKO,Lightweight,90,45,83,39,96,51,83,39,0,0,1,0,0,0,0,0,11,0,67,26,55,22,16,12,18,11,7,7,10,6,76,38,83,39,0,0,0,0,14,7,0,0,900,488,Yes,No
2022-10-01,Krzysztof Jotko,Brendan Allen,Submission,Middleweight,6,3,6,3,26,21,16,12,0,0,1,1,0,1,0,1,93,144,5,3,4,1,1,0,1,1,0,0,1,1,3,0,4,2,0,0,0,0,3,3,2,1,900,257,No,Yes
2022-10-01,Julija Stoliarenko,Chelsea Chandler,KO/TKO,Catch Weight,27,12,70,38,36,20,81,47,3,1,0,0,0,0,0,0,19,125,18,5,64,34,4,3,6,4,5,4,0,0,27,12,43,17,0,0,0,0,0,0,27,21,900,255,No,Yes
2022-10-01,Guido Cannetti,Randy Costa,Submission,Bantamweight,13,8,7,2,13,8,7,2,1,1,0,0,1,0,0,0,9,0,5,1,3,0,3,3,4,2,5,4,0,0,13,8,7,2,0,0,0,0,0,0,0,0,900,64,Yes,No
2022-09-17,Cory Sandhagen,Song Yadong,TKO - Doctor's Stoppage,Bantamweight,222,94,145,54,259,130,224,130,14,1,2,2,0,0,0,0,227,99,186,62,125,36,21,17,15,13,15,15,5,5,213,86,132,44,6,5,13,10,3,3,0,0,1500,1200,Yes,No
