card_date,red_name,blue_name,method,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue,max_bout_duration,actual_bout_duration,red_win,blue_win
2012-05-15,Alex Soto,Francisco Rivera,Decision - Unanimous,Bantamweight,178,41,173,68,185,46,184,78,10,3,0,0,0,0,0,0,55,1,138,16,144,48,34,20,20,13,6,5,9,7,168,35,153,58,8,4,17,9,2,2,3,1,900,900,No,Yes
2012-05-05,Nate Diaz,Jim Miller,Submission,Lightweight,98,46,71,25,154,97,73,27,1,0,5,1,2,0,2,0,157,75,74,29,51,11,18,11,10,7,6,6,10,7,68,23,49,13,29,22,22,12,1,1,0,0,1500,549,Yes,No
2012-05-05,Josh Koscheck,Johny Hendricks,Decision - Split,Welterweight,89,33,120,55,115,57,153,82,2,1,6,2,0,0,0,0,206,151,76,23,94,32,13,10,2,2,0,0,24,21,61,18,88,28,18,6,32,27,10,9,0,0,900,900,No,Yes
2012-05-05,Rousimar Palhares,Alan Belcher,KO/TKO,Middleweight,1,0,37,20,2,1,46,29,1,1,0,0,1,1,0,0,7,134,1,0,36,19,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,34,20,900,258,No,Yes
2012-05-05,Pat Barry,Lavar Johnson,KO/TKO,Heavyweight,22,15,71,39,29,22,78,46,1,0,0,0,1,0,0,0,147,42,18,11,63,32,1,1,7,6,3,3,1,1,14,9,14,2,7,5,57,37,1,1,0,0,900,278,No,Yes
2012-05-05,Tony Ferguson,Michael Johnson,Decision - Unanimous,Lightweight,176,45,183,67,176,45,183,67,1,0,2,0,0,0,0,0,0,1,143,23,118,28,15,7,44,22,18,15,21,17,175,45,181,66,1,0,2,1,0,0,0,0,900,900,No,Yes
2012-05-05,John Dodson,Tim Elliott,Decision - Unanimous,Flyweight,233,80,225,79,236,83,227,81,4,2,5,0,0,0,0,0,12,2,200,54,192,64,24,17,28,11,9,9,5,4,226,78,203,67,6,2,22,12,1,0,0,0,900,900,Yes,No
2012-05-05,John Hathaway,Pascal Krauss,Decision - Unanimous,Welterweight,154,68,95,33,219,123,113,48,7,2,3,1,0,0,0,0,299,105,137,55,77,20,14,10,9,5,3,3,9,8,120,47,89,28,10,7,3,2,24,14,3,3,900,900,Yes,No
2012-05-05,Louis Gaudinot,John Lineker,Submission,Flyweight,132,65,212,96,169,94,240,121,2,2,0,0,1,0,0,0,224,14,113,52,165,65,17,11,40,25,2,2,7,6,107,51,204,90,5,2,5,3,20,12,3,3,900,594,Yes,No
2012-05-05,Danny Castillo,John Cholish,Decision - Unanimous,Lightweight,136,52,84,29,147,62,86,31,3,1,6,1,0,0,0,0,175,51,109,29,74,20,11,9,3,2,16,14,7,7,109,31,81,27,21,18,3,2,6,3,0,0,900,900,Yes,No
2012-05-05,Dennis Bermudez,Pablo Garza,Decision - Unanimous,Featherweight,85,45,59,27,166,114,93,57,9,8,2,0,1,0,0,0,780,9,69,33,46,17,7,5,10,9,9,7,3,1,22,7,24,8,8,6,7,5,55,32,28,14,900,900,Yes,No
2012-05-05,Roland Delorme,Nick Denis,Submission,Bantamweight,42,26,43,24,56,40,60,37,5,1,1,1,2,0,0,0,34,126,29,14,34,15,10,9,6,6,3,3,3,3,33,18,24,8,8,7,16,13,1,1,3,3,900,299,Yes,No
2012-05-05,Mike Massenzio,Karlos Vemola,Submission,Middleweight,27,11,39,16,30,14,40,16,3,1,4,2,0,2,0,0,157,65,23,9,32,13,4,2,1,0,0,0,6,3,20,7,26,8,7,4,6,2,0,0,7,6,900,367,No,Yes
2012-04-21,Jon Jones,Rashad Evans,Decision - Unanimous,UFC Light Heavyweight Title,214,105,151,45,228,116,155,49,2,1,4,0,0,0,0,0,60,9,154,68,104,16,37,19,27,13,23,18,20,16,187,86,137,39,25,18,11,6,2,1,3,0,1500,1500,Yes,No
2012-04-21,Rory MacDonald,Che Mills,KO/TKO,Welterweight,69,47,22,6,99,75,38,21,2,2,0,0,0,0,0,0,351,16,66,45,17,2,2,2,0,0,1,0,5,4,9,3,19,4,0,0,3,2,60,44,0,0,900,440,Yes,No
2012-04-21,Brendan Schaub,Ben Rothwell,KO/TKO,Heavyweight,17,9,17,8,17,9,18,8,0,0,0,0,0,0,0,0,8,2,17,9,15,6,0,0,2,2,0,0,0,0,15,7,12,5,2,2,2,2,0,0,3,1,900,70,No,Yes
2012-04-21,Miguel Torres,Michael McDonald,KO/TKO,Bantamweight,29,8,59,16,29,8,59,16,0,0,0,0,0,0,0,0,0,2,26,6,55,13,2,1,4,3,1,1,0,0,29,8,56,14,0,0,0,0,0,0,3,2,900,198,No,Yes
2012-04-21,Mark Hominick,Eddie Yagin,Decision - Split,Featherweight,210,110,284,84,217,116,301,100,0,0,0,0,0,0,0,0,0,88,188,96,253,69,19,12,13,3,3,2,18,12,210,110,259,73,0,0,0,0,0,0,25,11,900,900,No,Yes
2012-04-21,Mark Bocek,John Alessio,Decision - Unanimous,Lightweight,107,74,87,33,153,117,140,82,11,5,0,0,0,0,0,0,584,12,80,50,74,25,3,2,8,3,24,22,5,5,47,20,78,27,17,16,9,6,43,38,0,0,900,900,Yes,No
2012-04-21,Travis Browne,Chad Griggs,Submission,Heavyweight,8,4,3,0,11,7,10,6,2,1,0,0,1,0,0,0,94,0,5,2,3,0,2,1,0,0,1,1,0,0,5,2,3,0,2,2,0,0,1,0,0,0,900,149,Yes,No
2012-04-21,Matt Brown,Stephen Thompson,Decision - Unanimous,Welterweight,77,36,133,67,148,91,146,78,13,5,0,0,1,0,1,1,485,48,59,20,115,53,7,6,16,12,11,10,2,2,53,17,126,61,3,3,4,3,21,16,3,3,900,900,Yes,No
2012-04-21,John Makdessi,Anthony Njokuani,Decision - Unanimous,Lightweight,116,39,152,73,124,45,154,75,0,0,0,0,0,0,0,0,0,0,66,14,84,29,36,14,40,23,14,11,28,21,112,38,150,71,4,1,2,2,0,0,0,0,900,900,No,Yes
2012-04-21,Mac Danzig,Efrain Escudero,Decision - Unanimous,Lightweight,119,67,133,56,190,130,186,107,5,1,2,0,0,1,0,0,334,60,75,24,94,24,28,27,20,15,16,16,19,17,95,46,119,44,24,21,14,12,0,0,0,0,900,900,Yes,No
2012-04-21,Keith Wisniewski,Chris Clements,Decision - Split,Welterweight,46,28,123,68,65,44,144,86,6,3,2,0,1,0,0,0,350,94,43,26,85,38,3,2,21,14,0,0,17,16,35,18,99,49,0,0,11,8,11,10,13,11,900,900,No,Yes
2012-04-21,Marcus Brimage,Maximo Blanco,Decision - Split,Featherweight,136,24,78,18,136,24,78,18,0,0,3,0,0,0,0,0,1,1,108,15,59,9,11,2,10,4,17,7,9,5,132,24,74,17,3,0,3,1,1,0,1,0,900,900,Yes,No
2012-04-14,Alexander Gustafsson,Thiago Silva,Decision - Unanimous,Light Heavyweight,283,76,108,38,287,78,108,38,1,1,0,0,0,0,0,0,39,0,249,50,80,21,13,7,10,4,21,19,18,13,272,72,97,36,8,3,9,2,3,1,2,0,900,900,Yes,No
2012-04-14,Brian Stann,Alessio Sakara,KO/TKO,Middleweight,33,18,14,7,47,28,20,13,0,0,0,0,0,0,0,0,76,0,29,14,12,5,1,1,2,2,3,3,0,0,16,7,10,5,8,5,4,2,9,6,0,0,900,146,Yes,No
2012-04-14,Paulo Thiago,Siyar Bahadurzada,KO/TKO,Welterweight,2,0,4,3,2,0,4,3,0,0,0,0,0,0,0,0,0,2,2,0,4,3,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,900,42,No,Yes
2012-04-14,Dennis Siver,Diego Nunes,Decision - Unanimous,Featherweight,203,68,125,49,216,78,125,49,6,0,0,0,0,0,0,0,33,0,143,31,58,11,24,17,20,15,36,20,47,23,183,58,106,35,20,10,19,14,0,0,0,0,900,900,Yes,No
2012-04-14,DaMarques Johnson,John Maguire,Submission,Welterweight,25,15,7,6,44,33,38,35,0,0,3,3,1,1,1,0,105,366,18,8,5,4,2,2,2,2,5,5,0,0,12,6,2,1,1,1,0,0,12,8,5,5,900,580,No,Yes
2012-04-14,Brad Pickett,Damacio Page,Submission,Bantamweight,67,36,57,23,101,65,70,34,5,4,4,1,1,1,0,1,337,63,64,34,44,18,2,1,12,4,1,1,1,1,24,11,45,16,3,1,8,4,40,24,4,3,900,545,Yes,No
2012-04-14,Papy Abedi,James Head,Submission,Welterweight,18,11,43,21,28,19,50,28,3,1,0,0,0,1,0,0,115,43,13,7,36,16,2,2,7,5,3,2,0,0,12,6,28,9,3,2,12,10,3,3,3,2,900,273,No,Yes
2012-04-14,Cyrille Diabate,Tom DeBlass,Decision - Majority,Light Heavyweight,50,48,6,1,94,90,24,17,2,2,4,2,0,1,1,2,326,439,33,31,5,1,15,15,1,0,2,2,0,0,13,12,6,1,0,0,0,0,37,36,0,0,900,900,Yes,No
2012-04-14,Francis Carmont,Magnus Cedenblad,Submission,Middleweight,30,28,14,11,57,53,42,39,2,2,0,0,1,1,1,1,218,133,29,27,11,10,1,1,1,0,0,0,2,1,3,2,7,4,0,0,0,0,27,26,7,7,900,402,Yes,No
2012-04-14,Reza Madadi,Yoislandy Izquierdo,Submission,Lightweight,1,1,64,36,2,2,72,44,7,3,2,0,1,0,0,0,135,16,0,0,41,17,0,0,15,12,1,1,8,7,0,0,56,30,1,1,6,4,0,0,2,2,900,388,Yes,No
2012-04-14,Simeon Thoresen,Besam Yousef,Submission,Welterweight,67,37,54,28,117,81,137,98,4,1,0,0,3,0,1,0,208,9,49,19,46,22,18,18,7,5,0,0,1,1,39,12,39,16,18,18,12,10,10,7,3,2,900,456,Yes,No
2012-04-14,Jason Young,Eric Wisely,Decision - Unanimous,Featherweight,86,44,69,36,179,133,157,118,6,4,1,0,0,0,0,0,511,9,56,19,47,15,6,6,11,11,24,19,11,10,54,18,66,33,8,8,3,3,24,18,0,0,900,900,Yes,No
2012-03-02,Thiago Alves,Martin Kampmann,Submission,Welterweight,118,62,118,47,151,90,133,57,3,2,7,1,0,1,0,1,151,149,91,42,104,34,12,11,14,13,15,9,0,0,113,60,107,39,1,1,11,8,4,1,0,0,900,852,No,Yes
2012-03-02,Joseph Benavidez,Yasuhiro Urushitani,KO/TKO,Flyweight,50,18,18,8,65,33,22,12,5,1,0,0,1,0,0,0,171,0,29,8,13,5,10,6,2,2,11,4,3,1,42,12,18,8,2,2,0,0,6,4,0,0,900,311,Yes,No
2012-03-02,Demetrious Johnson,Ian McCall,Decision - Majority,Flyweight,145,75,144,61,175,103,229,139,4,0,9,4,0,0,1,0,45,226,108,44,99,31,12,11,20,16,25,20,25,14,133,68,108,36,12,7,18,12,0,0,18,13,900,900,No,No
2012-03-02,Court McGee,Constantinos Philippou,Decision - Unanimous,Middleweight,167,58,155,60,181,70,157,62,8,0,0,0,0,0,0,0,38,2,129,31,147,55,22,15,7,4,16,12,1,1,159,54,155,60,8,4,0,0,0,0,0,0,900,900,No,Yes
2012-03-02,James Te Huna,Aaron Rosa,KO/TKO,Light Heavyweight,33,22,12,0,50,37,29,16,0,0,0,0,0,0,0,0,66,0,31,20,12,0,0,0,0,0,2,2,0,0,18,11,12,0,7,4,0,0,8,7,0,0,900,128,Yes,No
2012-03-02,Anthony Perosh,Nick Penner,KO/TKO,Light Heavyweight,45,25,22,5,57,35,26,9,4,2,0,0,0,0,0,1,148,10,44,24,21,4,0,0,1,1,1,1,0,0,9,2,19,3,3,2,1,1,33,21,2,1,900,299,Yes,No
2012-03-02,Cole Miller,Steven Siler,Decision - Unanimous,Featherweight,152,72,221,81,157,77,235,95,5,1,6,1,0,1,0,0,163,78,117,44,189,50,17,11,20,20,18,17,12,11,130,54,193,64,19,16,28,17,3,2,0,0,900,900,No,Yes
2012-03-02,Kyle Noke,Andrew Craig,Decision - Unanimous,Middleweight,63,36,79,36,67,40,158,104,7,3,2,1,1,0,0,0,209,236,40,20,68,30,15,9,7,4,8,7,4,2,56,29,66,24,1,1,3,3,6,6,10,9,900,900,No,Yes
2012-03-02,TJ Waldburger,Jake Hecht,Submission,Welterweight,3,3,5,2,3,3,5,2,1,1,0,0,1,0,0,0,6,3,2,2,4,1,0,0,1,1,1,1,0,0,3,3,5,2,0,0,0,0,0,0,0,0,900,55,Yes,No
2012-03-02,Mackens Semerzier,Daniel Pineda,Submission,Featherweight,12,9,21,14,12,9,22,15,0,0,0,0,0,2,0,0,20,19,7,4,18,11,2,2,2,2,3,3,1,1,9,6,16,10,3,3,4,3,0,0,1,1,900,125,No,Yes
2012-03-02,Oli Thompson,Shawn Jordan,KO/TKO,Heavyweight,62,29,113,64,66,32,117,68,1,0,0,0,1,0,0,0,5,81,48,15,105,57,6,6,8,7,8,8,0,0,60,28,102,56,2,1,6,6,0,0,5,2,900,533,No,Yes
2012-02-25,Frankie Edgar,Benson Henderson,Decision - Unanimous,UFC Lightweight Title,190,68,264,87,204,81,277,100,12,5,1,1,0,3,0,0,128,37,132,33,212,50,37,18,32,25,21,17,20,12,177,57,240,71,6,6,11,8,7,5,13,8,1500,1500,No,Yes
2012-02-25,Quinton Jackson,Ryan Bader,Decision - Unanimous,Light Heavyweight,39,16,101,55,53,30,158,109,4,1,9,4,0,0,0,0,21,527,29,8,71,27,8,6,9,9,2,2,21,19,31,9,55,20,6,6,13,10,2,1,33,25,900,900,No,Yes
2012-02-25,Mark Hunt,Cheick Kongo,KO/TKO,Heavyweight,16,10,12,5,16,10,12,5,0,0,0,0,0,0,0,0,18,8,14,8,7,2,0,0,2,2,2,2,3,1,15,9,11,4,0,0,1,1,1,1,0,0,900,131,Yes,No
2012-02-25,Yoshihiro Akiyama,Jake Shields,Decision - Unanimous,Welterweight,97,33,201,91,118,52,232,119,4,2,14,2,0,0,0,0,68,223,92,29,142,49,3,2,32,24,2,2,27,18,90,28,177,79,7,5,23,11,0,0,1,1,900,900,No,Yes
2012-02-25,Yushin Okami,Tim Boetsch,KO/TKO,Middleweight,75,29,93,42,91,43,99,47,2,1,1,0,0,1,0,0,241,7,72,26,79,36,2,2,9,3,1,1,5,3,58,19,76,26,0,0,12,11,17,10,5,5,900,654,No,Yes
2012-02-25,Hatsu Hioki,Bart Palaszewski,Decision - Unanimous,Featherweight,111,67,78,26,221,175,84,31,5,2,0,0,2,1,1,0,501,15,86,48,45,10,21,15,10,6,4,4,23,10,68,31,77,25,2,2,1,1,41,34,0,0,900,900,Yes,No
2012-02-25,Anthony Pettis,Joe Lauzon,KO/TKO,Lightweight,20,9,8,0,20,9,8,0,0,0,0,0,0,0,0,0,2,0,17,8,8,0,1,0,0,0,2,1,0,0,16,6,8,0,0,0,0,0,4,3,0,0,900,81,Yes,No
2012-02-25,Takanori Gomi,Eiji Mitsuoka,KO/TKO,Lightweight,107,48,66,32,156,95,69,34,0,0,4,1,0,1,0,0,26,88,87,34,64,31,17,11,1,0,3,3,1,1,85,31,65,32,14,10,1,0,8,7,0,0,900,441,Yes,No
2012-02-25,Norifumi Yamamoto,Vaughan Lee,Submission,Bantamweight,49,21,30,14,49,21,48,32,2,1,1,0,0,2,0,0,39,4,45,19,24,9,4,2,5,4,0,0,1,1,40,17,22,7,9,4,8,7,0,0,0,0,900,269,No,Yes
2012-02-25,Riki Fukuda,Steve Cantwell,Decision - Unanimous,Middleweight,242,124,148,47,310,187,151,49,6,3,1,1,0,1,0,0,216,12,190,86,112,29,21,15,28,12,31,23,8,6,193,99,125,33,37,19,23,14,12,6,0,0,900,900,Yes,No
2012-02-25,Takeya Mizugaki,Chris Cariaso,Decision - Unanimous,Bantamweight,88,28,77,37,141,70,119,75,4,2,1,0,0,0,0,1,485,83,74,20,58,21,8,6,18,15,6,2,1,1,51,6,49,14,12,8,28,23,25,14,0,0,900,900,No,Yes
2012-02-25,Zhang Tiequan,Issei Tamura,KO/TKO,Featherweight,19,6,24,15,19,6,90,77,0,0,2,1,1,0,0,0,1,251,16,3,24,15,0,0,0,0,3,3,0,0,19,6,13,7,0,0,0,0,0,0,11,8,900,332,No,Yes
2012-02-15,Diego Sanchez,Jake Ellenberger,Decision - Unanimous,Welterweight,114,29,124,62,158,63,141,78,1,0,8,2,0,0,0,0,68,102,92,17,102,44,18,9,13,10,4,3,9,8,109,27,103,51,3,0,12,7,2,2,9,4,900,900,No,Yes
2012-02-15,Stefan Struve,Dave Herman,KO/TKO,Heavyweight,81,47,74,51,124,82,74,51,1,1,0,0,0,0,0,0,55,6,59,26,33,16,5,5,15,13,17,16,26,22,69,39,74,51,0,0,0,0,12,8,0,0,900,532,Yes,No
2012-02-15,Aaron Simpson,Ronny Markes,Decision - Split,Middleweight,84,55,97,62,104,75,115,78,5,0,6,2,0,0,0,0,148,319,61,34,61,28,13,11,5,4,10,10,31,30,47,24,70,36,14,13,14,14,23,18,13,12,900,900,No,Yes
2012-02-15,Stipe Miocic,Philip De Fries,KO/TKO,Heavyweight,17,8,18,7,19,10,18,7,0,0,0,0,0,0,0,0,4,0,17,8,18,7,0,0,0,0,0,0,0,0,14,5,17,6,0,0,1,1,3,3,0,0,900,43,Yes,No
2012-02-15,TJ Dillashaw,Walel Watson,Decision - Unanimous,Bantamweight,114,85,33,11,192,154,42,19,7,3,0,0,5,1,0,0,742,0,105,76,31,10,5,5,2,1,4,4,0,0,15,9,26,7,0,0,0,0,99,76,7,4,900,900,Yes,No
2012-02-15,Ivan Menjivar,John Albert,Submission,Bantamweight,35,25,55,31,44,33,64,37,1,1,0,0,2,3,0,0,129,13,30,21,38,17,5,4,15,12,0,0,2,2,11,4,36,17,1,0,15,13,23,21,4,1,900,225,Yes,No
2012-02-15,Jonathan Brookins,Vagner Rocha,KO/TKO,Featherweight,28,18,16,7,28,18,16,7,1,1,0,0,0,0,0,0,7,0,21,13,12,4,6,4,3,2,1,1,1,1,18,9,16,7,1,0,0,0,9,9,0,0,900,92,Yes,No
2012-02-15,Anton Kuivanen,Justin Salas,Decision - Unanimous,Lightweight,115,38,111,50,117,39,129,66,0,0,15,4,0,0,0,0,1,254,85,16,78,24,26,19,16,13,4,3,17,13,102,29,87,32,12,9,11,8,1,0,13,10,900,900,No,Yes
2012-02-15,Tim Means,Bernardo Magalhaes,Decision - Unanimous,Lightweight,170,83,68,28,186,98,70,30,0,0,11,0,0,0,0,1,59,9,132,49,53,15,35,31,6,5,3,3,9,8,125,46,68,28,25,21,0,0,20,16,0,0,900,900,Yes,No
2012-02-04,Nick Diaz,Carlos Condit,Decision - Unanimous,UFC Interim Welterweight Title,246,105,320,151,258,117,329,159,3,1,0,0,0,0,0,0,104,4,177,57,192,52,59,42,41,31,10,6,87,68,242,103,318,150,3,1,2,1,1,1,0,0,1500,1500,No,Yes
2012-02-04,Roy Nelson,Fabricio Werdum,Decision - Unanimous,Heavyweight,69,26,136,91,99,55,145,98,0,0,1,0,1,0,0,0,164,64,60,18,88,47,5,5,27,24,4,3,21,20,59,21,121,78,9,4,15,13,1,1,0,0,900,900,No,Yes
2012-02-04,Josh Koscheck,Mike Pierce,Decision - Split,Welterweight,95,33,119,41,110,47,141,62,3,2,5,1,0,0,0,0,157,158,84,22,104,30,11,11,12,8,0,0,3,3,81,21,109,32,13,11,10,9,1,1,0,0,900,900,Yes,No
2012-02-04,Renan Barao,Scott Jorgensen,Decision - Unanimous,Bantamweight,299,104,206,73,324,129,215,82,0,0,7,0,0,0,0,0,115,11,250,68,179,52,23,16,18,14,26,20,9,7,296,102,205,72,3,2,1,1,0,0,0,0,900,900,Yes,No
2012-02-04,Ed Herman,Clifford Starks,Submission,Middleweight,57,28,36,16,88,53,61,35,4,2,0,0,2,0,0,1,83,179,36,10,36,16,15,14,0,0,6,4,0,0,41,13,32,13,16,15,4,3,0,0,0,0,900,403,Yes,No
2012-02-04,Dustin Poirier,Max Holloway,Submission,Featherweight,25,11,32,11,29,15,32,11,3,1,0,0,3,0,0,0,89,7,19,6,26,8,1,0,5,2,5,5,1,1,21,7,30,11,2,2,2,0,2,2,0,0,900,203,Yes,No
2012-02-04,Alex Caceres,Edwin Figueroa,Decision - Split,Bantamweight,89,55,81,41,113,76,95,53,1,1,0,0,7,0,0,0,364,140,63,35,59,24,19,13,13,9,7,7,9,8,85,52,58,26,2,2,5,5,2,1,18,10,900,900,No,Yes
2012-02-04,Matt Brown,Chris Cope,KO/TKO,Welterweight,71,48,82,20,71,48,87,24,3,1,0,0,0,0,0,0,81,70,42,24,68,8,19,15,7,5,10,9,7,7,54,35,76,16,13,9,6,4,4,4,0,0,900,379,Yes,No
2012-02-04,Matthew Riddle,Henry Martinez,Decision - Split,Welterweight,158,74,169,67,200,112,173,70,3,2,1,0,0,0,0,0,140,0,101,30,149,50,42,30,6,3,15,14,14,14,145,63,169,67,2,1,0,0,11,10,0,0,900,900,Yes,No
2012-02-04,Rafael Natal,Michael Kuiper,Decision - Unanimous,Middleweight,72,36,62,30,98,61,100,68,16,6,0,0,2,0,0,1,384,223,56,25,52,24,8,5,4,3,8,6,6,3,51,24,26,8,19,11,12,4,2,1,24,18,900,900,Yes,No
2012-02-04,Dan Stittgen,Stephen Thompson,KO/TKO,Welterweight,22,8,38,22,22,8,38,22,0,0,0,0,0,0,0,0,0,1,5,0,23,9,5,1,9,7,12,7,6,6,22,8,36,20,0,0,0,0,0,0,2,2,900,253,No,Yes
2012-01-28,Rashad Evans,Phil Davis,Decision - Unanimous,Light Heavyweight,162,62,197,51,209,106,208,61,4,3,9,2,0,0,1,0,426,127,151,56,145,21,10,5,31,17,1,1,21,13,116,34,173,37,28,14,24,14,18,14,0,0,1500,1500,Yes,No
2012-01-28,Chael Sonnen,Michael Bisping,Decision - Unanimous,Middleweight,97,40,86,30,203,135,163,102,7,4,3,1,0,0,0,0,451,252,76,24,68,17,16,12,16,11,5,4,2,2,56,14,64,14,21,15,19,14,20,11,3,2,900,900,Yes,No
2012-01-28,Demian Maia,Chris Weidman,Decision - Unanimous,Middleweight,169,51,166,58,178,60,178,68,7,0,6,4,0,0,0,0,0,98,145,35,145,43,20,14,15,10,4,2,6,5,143,39,149,49,26,12,15,7,0,0,2,2,900,900,No,Yes
2012-01-28,Evan Dunham,Nik Lentz,TKO - Doctor's Stoppage,Lightweight,97,68,76,39,129,100,96,57,2,2,8,2,1,0,0,0,291,60,94,65,61,28,3,3,12,8,0,0,3,3,66,42,51,25,20,17,25,14,11,9,0,0,900,600,Yes,No
2012-01-28,Mike Russow,Jon Olav Einemo,Decision - Unanimous,Heavyweight,37,21,43,31,76,58,98,85,10,6,0,0,0,0,0,1,648,3,31,16,30,18,6,5,9,9,0,0,4,4,26,12,24,17,1,0,13,12,10,9,6,2,900,900,Yes,No
2012-01-28,Cub Swanson,George Roop,KO/TKO,Featherweight,66,43,99,35,74,50,108,44,2,2,1,0,0,0,0,0,69,7,45,24,63,15,10,9,23,12,11,10,13,8,48,28,88,28,5,5,10,6,13,10,1,1,900,442,Yes,No
2012-01-28,Charles Oliveira,Eric Wisely,Submission,Featherweight,12,6,4,2,13,7,5,3,1,1,0,0,2,0,0,0,35,6,6,2,1,0,2,1,2,1,4,3,1,1,5,3,4,2,0,0,0,0,7,3,0,0,900,103,Yes,No
2012-01-28,Michael Johnson,Shane Roller,Decision - Unanimous,Lightweight,136,64,92,56,149,77,110,72,1,1,12,1,0,0,1,0,265,233,113,44,79,49,7,5,12,6,16,15,1,1,110,42,57,26,20,19,6,5,6,3,29,25,900,900,Yes,No
2012-01-28,Joey Beltran,Lavar Johnson,KO/TKO,Heavyweight,71,22,92,65,85,36,93,66,3,0,0,0,0,0,0,0,4,65,57,11,75,49,10,7,11,10,4,4,6,6,68,19,75,51,3,3,17,14,0,0,0,0,900,264,No,Yes
2012-01-28,Chris Camozzi,Dustin Jacoby,Submission,Middleweight,128,44,126,30,128,44,127,31,1,0,0,0,2,0,0,0,6,0,103,24,100,16,8,4,16,7,17,16,10,7,122,42,124,29,5,2,2,1,1,0,0,0,900,668,Yes,No
2012-01-20,Melvin Guillard,Jim Miller,Submission,Lightweight,26,16,12,4,31,21,13,5,0,0,3,1,0,1,0,0,1,59,21,12,7,2,4,4,3,2,1,0,2,0,14,7,12,4,6,4,0,0,6,5,0,0,900,184,No,Yes
2012-01-20,Duane Ludwig,Josh Neer,Submission,Welterweight,46,24,20,5,53,30,21,6,0,0,3,1,0,1,0,0,10,69,33,11,17,3,12,12,3,2,1,1,0,0,35,14,20,5,11,10,0,0,0,0,0,0,900,184,No,Yes
2012-01-20,Mike Easton,Jared Papazian,Decision - Majority,Bantamweight,152,85,167,68,191,122,220,105,3,1,3,0,0,0,0,0,134,183,95,37,131,43,35,30,25,16,22,18,11,9,124,60,147,55,28,25,20,13,0,0,0,0,900,900,Yes,No
2012-01-20,Pat Barry,Christian Morecraft,KO/TKO,Heavyweight,13,12,19,3,15,12,21,5,0,0,3,2,0,1,0,0,25,81,10,10,18,3,0,0,0,0,3,2,1,0,9,8,17,2,0,0,0,0,4,4,2,1,900,218,Yes,No
2012-01-20,Jorge Rivera,Eric Schafer,KO/TKO,Middleweight,17,6,9,6,48,34,57,47,0,0,5,2,0,0,1,0,58,278,17,6,6,3,0,0,1,1,0,0,2,2,8,0,4,1,0,0,0,0,9,6,5,5,900,391,Yes,No
2012-01-20,Kamal Shalorus,Khabib Nurmagomedov,Submission,Lightweight,44,13,77,35,51,18,106,59,2,0,9,3,0,1,0,0,5,358,37,9,72,32,5,2,4,3,2,2,1,0,40,11,47,15,4,2,4,3,0,0,26,17,900,728,No,Yes
2012-01-20,Charlie Brenneman,Daniel Roberts,Decision - Unanimous,Welterweight,26,24,11,3,177,156,63,54,5,2,1,0,0,3,0,0,788,19,10,8,10,2,13,13,1,1,3,3,0,0,5,4,11,3,1,1,0,0,20,19,0,0,900,900,Yes,No
2012-01-20,Fabricio Camoes,Tommy Hayden,Submission,Lightweight,13,6,21,7,33,26,23,9,4,1,3,2,1,0,0,0,67,80,12,5,18,5,0,0,1,1,1,1,2,1,7,2,20,6,1,0,1,1,5,4,0,0,900,243,Yes,No
2012-01-20,Daniel Pineda,Pat Schilling,Submission,Featherweight,24,19,7,4,44,38,7,4,1,1,0,0,1,0,0,0,45,0,21,16,6,3,1,1,0,0,2,2,1,1,12,8,7,4,0,0,0,0,12,11,0,0,900,97,Yes,No
2012-01-20,Joseph Sandoval,Nick Denis,KO/TKO,Bantamweight,4,3,23,11,4,3,23,11,0,0,0,0,0,0,0,0,0,1,4,3,23,11,0,0,0,0,0,0,0,0,4,3,18,7,0,0,5,4,0,0,0,0,900,22,No,Yes
2012-01-14,Jose Aldo,Chad Mendes,KO/TKO,UFC Featherweight Title,23,11,23,13,27,15,28,18,0,0,7,0,0,0,0,0,2,55,14,6,9,1,1,1,1,1,8,4,13,11,18,7,19,9,2,1,4,4,3,3,0,0,1500,299,Yes,No
2012-01-14,Vitor Belfort,Anthony Johnson,Submission,Middleweight,29,14,16,4,54,37,28,14,0,0,8,2,1,0,0,0,72,132,28,14,14,3,1,0,1,1,0,0,1,0,10,2,11,3,6,1,1,0,13,11,4,1,900,289,Yes,No
